Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
708,CA-2022-199632,2022-08-14,2022-08-17,Second Class,HDI-00137,Diana Hernandez,Home Office,United States,Austin,Texas,78701,Central,TEC-AC-10000440,Technology,Accessories,Accessories SKU-020 (Premium Quality),19.95,1,0.0,6.38
709,CA-2022-673602,2022-08-15,2022-08-15,Same Day,CDA-00137,Davis Ltd #7,Corporate,United States,Houston,Texas,77002,Central,TEC-MA-10000461,Technology,Machines,Machines SKU-011 (Premium Quality),685.94,3,0.0,150.91
710,CA-2022-386370,2022-08-15,2022-08-19,Standard Class,HOS-00141,Oscar Williams,Home Office,United States,Dallas,Texas,75201,Central,OFF-LA-10000339,Office Supplies,Labels,Labels SKU-009 (Premium Quality),5.81,5,0.2,1.45
711,CA-2022-375201,2022-08-16,2022-08-19,Standard Class,HSA-00095,Samuel Wilson,Home Office,United States,Phoenix,Arizona,85001,West,OFF-ST-10000269,Office Supplies,Storage,Storage SKU-029 (Premium Quality),32.01,2,0.0,6.4
712,CA-2022-540071,2022-08-16,2022-08-18,Second Class,HSA-00053,Samuel Lee,Home Office,United States,Boston,Massachusetts,02116,East,OFF-FA-10000368,Office Supplies,Fasteners,Fasteners SKU-008 (Premium Quality),1.47,2,0.0,0.44
713,CA-2022-443124,2022-08-16,2022-08-17,First Class,HPE-00150,Penelope Martin,Home Office,United States,Indianapolis,Indiana,46201,Central,OFF-SU-10000294,Office Supplies,Supplies,Supplies SKU-024 (Premium Quality),64.76,9,0.4,-26.99
714,CA-2022-476937,2022-08-16,2022-08-20,Second Class,CSA-00139,Sarah Jackson,Consumer,United States,Phoenix,Arizona,85001,West,FUR-FU-10000111,Furniture,Furnishings,Furnishings SKU-021 (Premium Quality),26.99,10,0.5,-16.19
715,CA-2022-953805,2022-08-16,2022-08-16,Same Day,HBO-00015,Bob Anderson,Home Office,United States,Houston,Texas,77002,Central,OFF-BI-10000168,Office Supplies,Binders,Binders SKU-018 (Premium Quality),6.16,5,0.1,1.71
716,CA-2022-297831,2022-08-17,2022-08-18,First Class,CGA-00006,Garcia Bros #5,Corporate,United States,San Diego,California,92109,West,OFF-BI-10000164,Office Supplies,Binders,Binders SKU-014 (Premium Quality),47.24,8,0.2,8.86
717,CA-2022-814357,2022-08-17,2022-08-21,Standard Class,HNO-00042,Nora Anderson,Home Office,United States,Tampa,Florida,33602,South,TEC-PH-10000406,Technology,Phones,Phones SKU-016 (Premium Quality),456.49,6,0.0,136.95
718,CA-2022-774238,2022-08-17,2022-08-20,Second Class,HOS-00141,Oscar Williams,Home Office,United States,Albany,New York,12203,East,OFF-LA-10000342,Office Supplies,Labels,Labels SKU-012 (Premium Quality),3.65,2,0.0,1.46
719,CA-2022-904189,2022-08-17,2022-08-20,Second Class,CLI-00135,Linda Jackson,Consumer,United States,Denver,Colorado,80202,West,FUR-TA-10000082,Furniture,Tables,Tables SKU-022 (Premium Quality),165.48,9,0.4,-88.26
720,CA-2022-527060,2022-08-18,2022-08-21,Second Class,CKA-00074,Karen Davis,Consumer,United States,San Diego,California,92109,West,OFF-AP-10000131,Office Supplies,Appliances,Appliances SKU-011 (Premium Quality),67.32,3,0.0,16.83
721,CA-2022-108602,2022-08-18,2022-08-22,Standard Class,CSA-00053,Sarah Thomas,Consumer,United States,Boston,Massachusetts,02116,East,OFF-AP-10000138,Office Supplies,Appliances,Appliances SKU-018 (Premium Quality),33.6,8,0.4,-8.41
722,CA-2022-968639,2022-08-19,2022-08-22,Second Class,CAN-00040,Anderson Ventures #9,Corporate,United States,Denver,Colorado,80202,West,OFF-FA-10000389,Office Supplies,Fasteners,Fasteners SKU-029 (Premium Quality),0.75,1,0.0,0.22
723,CA-2022-836573,2022-08-19,2022-08-26,Standard Class,CWH-00135,White & Sons #8,Corporate,United States,San Antonio,Texas,78201,Central,OFF-SU-10000285,Office Supplies,Supplies,Supplies SKU-015 (Premium Quality),8.17,8,0.2,-0.51
724,CA-2022-782920,2022-08-19,2022-08-25,Standard Class,CWI-00038,Williams Inc #3,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000204,Office Supplies,Art,Art SKU-024 (Premium Quality),1.06,1,0.0,0.32
725,CA-2022-790594,2022-08-20,2022-08-20,Same Day,CWI-00100,Wilson Holdings #4,Corporate,United States,Austin,Texas,78701,Central,OFF-BI-10000168,Office Supplies,Binders,Binders SKU-018 (Premium Quality),22.35,5,0.2,4.19
726,CA-2022-807457,2022-08-20,2022-08-22,First Class,CBA-00110,Barbara Thomas,Consumer,United States,Virginia Beach,Virginia,23451,South,OFF-ST-10000250,Office Supplies,Storage,Storage SKU-010 (Premium Quality),38.12,3,0.0,7.63
727,CA-2022-416246,2022-08-20,2022-08-23,Second Class,CPA-00035,Patricia Davis,Consumer,United States,Columbus,Ohio,43215,East,FUR-CH-10000055,Furniture,Chairs,Chairs SKU-025 (Premium Quality),49.73,2,0.0,7.46
728,CA-2022-257815,2022-08-21,2022-08-23,First Class,HKE-00075,Kevin Anderson,Home Office,United States,Phoenix,Arizona,85001,West,FUR-TA-10000088,Furniture,Tables,Tables SKU-028 (Premium Quality),311.53,5,0.1,-6.92
729,CA-2022-672017,2022-08-21,2022-08-25,Standard Class,HHA-00078,Hannah Brown,Home Office,United States,Milwaukee,Wisconsin,53202,Central,OFF-PA-10000238,Office Supplies,Paper,Paper SKU-028 (Premium Quality),14.3,6,0.0,5.72
730,CA-2022-350585,2022-08-21,2022-08-27,Standard Class,HGE-00023,George Hernandez,Home Office,United States,Dallas,Texas,75201,Central,FUR-TA-10000085,Furniture,Tables,Tables SKU-025 (Premium Quality),420.17,8,0.3,-132.06
731,CA-2022-137034,2022-08-21,2022-08-21,Same Day,CMA-00002,Martin Consulting #2,Corporate,United States,Charlotte,North Carolina,28202,South,TEC-MA-10000465,Technology,Machines,Machines SKU-015 (Premium Quality),683.67,7,0.2,17.09
732,CA-2022-521528,2022-08-21,2022-08-25,Standard Class,HFI-00098,Fiona Johnson,Home Office,United States,Philadelphia,Pennsylvania,19104,East,OFF-LA-10000359,Office Supplies,Labels,Labels SKU-029 (Premium Quality),4.52,10,0.3,0.65
733,CA-2022-249715,2022-08-22,2022-08-22,Same Day,CSM-00037,Smith Corp #2,Corporate,United States,Salt Lake City,Utah,84101,West,TEC-PH-10000411,Technology,Phones,Phones SKU-021 (Premium Quality),213.73,3,0.0,64.12
734,CA-2022-634775,2022-08-22,2022-08-26,Second Class,HFI-00134,Fiona Wilson,Home Office,United States,Wilmington,Delaware,19801,East,OFF-AR-10000206,Office Supplies,Art,Art SKU-026 (Premium Quality),8.22,4,0.1,1.83
735,CA-2022-678733,2022-08-22,2022-08-24,First Class,HAL-00055,Alice Moore,Home Office,United States,Louisville,Kentucky,40202,South,TEC-CO-10000500,Technology,Copiers,Copiers SKU-020 (Premium Quality),1969.93,6,0.1,766.09
736,CA-2022-281391,2022-08-22,2022-08-28,Standard Class,CBA-00087,Barbara Jackson,Consumer,United States,Austin,Texas,78701,Central,OFF-LA-10000353,Office Supplies,Labels,Labels SKU-023 (Premium Quality),1.31,5,0.2,0.32
737,CA-2022-517211,2022-08-22,2022-08-27,Standard Class,HOS-00067,Oscar Smith,Home Office,United States,Saint Louis,Missouri,63101,Central,FUR-FU-10000119,Furniture,Furnishings,Furnishings SKU-029 (Premium Quality),63.19,8,0.3,-9.03
738,CA-2022-161250,2022-08-22,2022-08-22,Same Day,CHA-00106,Harris Group #4,Corporate,United States,Richmond,Virginia,23219,South,TEC-CO-10000497,Technology,Copiers,Copiers SKU-017 (Premium Quality),1338.72,7,0.1,520.61
739,CA-2022-446569,2022-08-22,2022-08-24,First Class,CGA-00053,Garcia Bros #5,Corporate,United States,Louisville,Kentucky,40202,South,OFF-EN-10000316,Office Supplies,Envelopes,Envelopes SKU-016 (Premium Quality),7.22,3,0.0,2.52
740,CA-2022-620287,2022-08-23,2022-08-23,Same Day,HJU-00136,Julia Hernandez,Home Office,United States,Saint Louis,Missouri,63101,Central,FUR-BO-10000017,Furniture,Bookcases,Bookcases SKU-017 (Premium Quality),75.64,6,0.3,-19.45
741,CA-2022-922210,2022-08-23,2022-08-25,Second Class,CDA-00076,David Jackson,Consumer,United States,Spokane,Washington,99201,West,FUR-FU-10000091,Furniture,Furnishings,Furnishings SKU-001 (Premium Quality),24.1,5,0.1,2.68
742,CA-2022-882534,2022-08-23,2022-08-25,Second Class,CJO-00130,Jones Group #3,Corporate,United States,Richmond,Virginia,23219,South,OFF-LA-10000341,Office Supplies,Labels,Labels SKU-011 (Premium Quality),1.16,5,0.2,0.29
743,CA-2022-121640,2022-08-24,2022-08-28,Second Class,HBO-00036,Bob Anderson,Home Office,United States,Wilmington,Delaware,19801,East,OFF-AR-10000201,Office Supplies,Art,Art SKU-021 (Premium Quality),12.66,4,0.0,3.8
744,CA-2022-159404,2022-08-24,2022-08-25,First Class,HHA-00146,Hannah Martin,Home Office,United States,Milwaukee,Wisconsin,53202,Central,TEC-AC-10000429,Technology,Accessories,Accessories SKU-009 (Premium Quality),92.16,7,0.1,22.53
745,CA-2022-163634,2022-08-25,2022-08-25,Same Day,HRA-00092,Rachel Wilson,Home Office,United States,Albany,New York,12203,East,OFF-EN-10000321,Office Supplies,Envelopes,Envelopes SKU-021 (Premium Quality),2.45,2,0.0,0.86
746,CA-2022-751702,2022-08-25,2022-08-25,Same Day,HMA-00011,Marcus Rodriguez,Home Office,United States,Salt Lake City,Utah,84101,West,FUR-BO-10000027,Furniture,Bookcases,Bookcases SKU-027 (Premium Quality),130.73,8,0.2,-13.07
747,CA-2022-444930,2022-08-26,2022-09-02,Standard Class,HCH-00102,Charlie Martin,Home Office,United States,Richmond,Virginia,23219,South,TEC-CO-10000493,Technology,Copiers,Copiers SKU-013 (Premium Quality),141.24,1,0.0,63.56
748,CA-2022-660823,2022-08-27,2022-08-28,First Class,HCH-00032,Charlie Martin,Home Office,United States,New York City,New York,10011,East,OFF-BI-10000160,Office Supplies,Binders,Binders SKU-010 (Premium Quality),30.03,7,0.1,8.34
749,CA-2022-259704,2022-08-28,2022-08-29,First Class,CMI-00112,Michael Thomas,Consumer,United States,Boston,Massachusetts,02116,East,FUR-TA-10000061,Furniture,Tables,Tables SKU-001 (Premium Quality),102.79,9,0.4,-54.81
750,CA-2022-633296,2022-08-28,2022-09-01,Second Class,CGA-00006,Garcia Bros #5,Corporate,United States,San Diego,California,92109,West,OFF-SU-10000300,Office Supplies,Supplies,Supplies SKU-030 (Premium Quality),5.61,6,0.2,-0.35
751,CA-2022-554196,2022-08-28,2022-08-28,Same Day,CKA-00147,Karen Williams,Consumer,United States,Richmond,Virginia,23219,South,OFF-AP-10000132,Office Supplies,Appliances,Appliances SKU-012 (Premium Quality),47.18,4,0.0,11.8
752,CA-2022-413621,2022-09-01,2022-09-07,Standard Class,CBA-00057,Barbara Williams,Consumer,United States,Saint Louis,Missouri,63101,Central,OFF-AR-10000192,Office Supplies,Art,Art SKU-012 (Premium Quality),2.86,2,0.2,0.35
753,CA-2022-440930,2022-09-01,2022-09-03,First Class,CTH-00003,Thomas & Sons #9,Corporate,United States,Houston,Texas,77002,Central,OFF-ST-10000247,Office Supplies,Storage,Storage SKU-007 (Premium Quality),16.34,5,0.2,-0.0
754,CA-2022-578933,2022-09-01,2022-09-07,Standard Class,CAN-00141,Anderson Ventures #5,Corporate,United States,San Diego,California,92109,West,TEC-AC-10000421,Technology,Accessories,Accessories SKU-001 (Premium Quality),39.88,8,0.2,5.98
755,CA-2022-502124,2022-09-01,2022-09-01,Same Day,CDA-00069,David Hernandez,Consumer,United States,Detroit,Michigan,48201,Central,TEC-CO-10000499,Technology,Copiers,Copiers SKU-019 (Premium Quality),1037.25,4,0.2,324.14
756,CA-2022-509127,2022-09-02,2022-09-02,Same Day,CRO-00005,Robert Martin,Consumer,United States,Phoenix,Arizona,85001,West,OFF-SU-10000291,Office Supplies,Supplies,Supplies SKU-021 (Premium Quality),60.83,9,0.2,-3.8
757,CA-2022-148299,2022-09-03,2022-09-03,Same Day,CMO-00120,Moore Industries #3,Corporate,United States,Indianapolis,Indiana,46201,Central,OFF-FA-10000388,Office Supplies,Fasteners,Fasteners SKU-028 (Premium Quality),0.36,1,0.0,0.11
758,CA-2022-761104,2022-09-03,2022-09-04,First Class,HPE-00057,Penelope Davis,Home Office,United States,Spokane,Washington,99201,West,FUR-TA-10000067,Furniture,Tables,Tables SKU-007 (Premium Quality),175.77,7,0.5,-147.65
759,CA-2022-960909,2022-09-03,2022-09-03,Same Day,CGA-00006,Garcia Bros #5,Corporate,United States,Raleigh,North Carolina,27601,South,OFF-PA-10000221,Office Supplies,Paper,Paper SKU-011 (Premium Quality),4.93,10,0.3,0.7
760,CA-2022-430419,2022-09-04,2022-09-08,Second Class,HKE-00059,Kevin Rodriguez,Home Office,United States,Louisville,Kentucky,40202,South,OFF-ST-10000245,Office Supplies,Storage,Storage SKU-005 (Premium Quality),62.26,4,0.0,12.45
761,CA-2022-586172,2022-09-04,2022-09-10,Standard Class,CPA-00035,Patricia Davis,Consumer,United States,Baltimore,Maryland,21201,East,FUR-TA-10000087,Furniture,Tables,Tables SKU-027 (Premium Quality),204.38,8,0.6,-265.7
762,CA-2022-749137,2022-09-04,2022-09-04,Same Day,CRO-00062,Rodriguez Partners #2,Corporate,United States,Chicago,Illinois,60611,Central,OFF-SU-10000286,Office Supplies,Supplies,Supplies SKU-016 (Premium Quality),15.64,2,0.1,0.87
763,CA-2022-721220,2022-09-05,2022-09-07,First Class,CGA-00131,Garcia Bros #7,Corporate,United States,New York City,New York,10011,East,OFF-AP-10000138,Office Supplies,Appliances,Appliances SKU-018 (Premium Quality),96.98,8,0.2,6.06
764,CA-2022-856632,2022-09-05,2022-09-07,Second Class,CDA-00039,David Hernandez,Consumer,United States,Raleigh,North Carolina,27601,South,TEC-PH-10000416,Technology,Phones,Phones SKU-026 (Premium Quality),369.31,10,0.4,-61.55
765,CA-2022-849019,2022-09-06,2022-09-09,Second Class,HPE-00041,Penelope Brown,Home Office,United States,San Antonio,Texas,78201,Central,FUR-TA-10000061,Furniture,Tables,Tables SKU-001 (Premium Quality),277.88,9,0.3,-87.33
766,CA-2022-273044,2022-09-06,2022-09-06,Same Day,CRO-00146,Rodriguez Partners #7,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10000041,Furniture,Chairs,Chairs SKU-011 (Premium Quality),179.49,9,0.2,-11.22
767,CA-2022-394543,2022-09-06,2022-09-07,First Class,CGA-00053,Garcia Bros #5,Corporate,United States,Miami,Florida,33139,South,OFF-AR-10000199,Office Supplies,Art,Art SKU-019 (Premium Quality),3.27,1,0.0,0.98
768,CA-2022-316394,2022-09-06,2022-09-08,First Class,CBA-00057,Barbara Williams,Consumer,United States,Philadelphia,Pennsylvania,19104,East,OFF-SU-10000271,Office Supplies,Supplies,Supplies SKU-001 (Premium Quality),18.23,7,0.2,-1.14
769,CA-2022-203517,2022-09-06,2022-09-12,Standard Class,HOS-00006,Oscar Miller,Home Office,United States,Indianapolis,Indiana,46201,Central,FUR-FU-10000115,Furniture,Furnishings,Furnishings SKU-025 (Premium Quality),3.75,3,0.5,-2.25
770,CA-2022-321752,2022-09-06,2022-09-07,First Class,CMI-00149,Michael Martin,Consumer,United States,Philadelphia,Pennsylvania,19104,East,TEC-MA-10000467,Technology,Machines,Machines SKU-017 (Premium Quality),288.13,2,0.1,38.42
771,CA-2022-805476,2022-09-06,2022-09-08,First Class,CSM-00037,Smith Corp #2,Corporate,United States,Spokane,Washington,99201,West,TEC-CO-10000495,Technology,Copiers,Copiers SKU-015 (Premium Quality),843.01,4,0.0,379.36
772,CA-2022-185095,2022-09-06,2022-09-07,First Class,CJO-00099,Joseph Martin,Consumer,United States,Columbus,Ohio,43215,East,TEC-MA-10000453,Technology,Machines,Machines SKU-003 (Premium Quality),717.17,8,0.3,-81.96
773,CA-2022-683663,2022-09-07,2022-09-09,Second Class,CMO-00118,Moore Industries #9,Corporate,United States,Minneapolis,Minnesota,55401,Central,OFF-EN-10000328,Office Supplies,Envelopes,Envelopes SKU-028 (Premium Quality),1.57,2,0.0,0.55
774,CA-2022-116487,2022-09-07,2022-09-09,Second Class,CJO-00103,John Martinez,Consumer,United States,Albany,New York,12203,East,OFF-LA-10000335,Office Supplies,Labels,Labels SKU-005 (Premium Quality),1.39,2,0.1,0.46
775,CA-2022-168617,2022-09-07,2022-09-09,First Class,HKE-00075,Kevin Anderson,Home Office,United States,Atlanta,Georgia,30303,South,TEC-CO-10000505,Technology,Copiers,Copiers SKU-025 (Premium Quality),1577.76,5,0.0,709.99
776,CA-2022-841070,2022-09-07,2022-09-09,First Class,CWI-00056,William Martin,Consumer,United States,Houston,Texas,77002,Central,OFF-ST-10000243,Office Supplies,Storage,Storage SKU-003 (Premium Quality),14.09,2,0.0,2.82
777,CA-2022-544420,2022-09-07,2022-09-07,Same Day,HDI-00080,Diana Jackson,Home Office,United States,Richmond,Virginia,23219,South,TEC-PH-10000412,Technology,Phones,Phones SKU-022 (Premium Quality),115.65,3,0.2,14.46
778,CA-2022-375617,2022-09-08,2022-09-15,Standard Class,HNO-00064,Nora Moore,Home Office,United States,Richmond,Virginia,23219,South,OFF-AR-10000190,Office Supplies,Art,Art SKU-010 (Premium Quality),6.75,8,0.4,-1.13
779,CA-2022-230532,2022-09-09,2022-09-09,Same Day,HOS-00043,Oscar Jones,Home Office,United States,Newark,New Jersey,07102,East,OFF-ST-10000251,Office Supplies,Storage,Storage SKU-011 (Premium Quality),60.98,4,0.0,12.19
780,CA-2022-720556,2022-09-09,2022-09-13,Second Class,CWI-00133,Williams Inc #7,Corporate,United States,Boston,Massachusetts,02116,East,FUR-TA-10000065,Furniture,Tables,Tables SKU-005 (Premium Quality),340.51,10,0.4,-181.6
781,CA-2022-642559,2022-09-09,2022-09-13,Second Class,HPE-00096,Penelope Moore,Home Office,United States,Dallas,Texas,75201,Central,FUR-CH-10000052,Furniture,Chairs,Chairs SKU-022 (Premium Quality),33.2,2,0.3,-7.11
782,CA-2022-353898,2022-09-10,2022-09-15,Standard Class,HET-00104,Ethan Martin,Home Office,United States,Chicago,Illinois,60611,Central,OFF-SU-10000286,Office Supplies,Supplies,Supplies SKU-016 (Premium Quality),9.41,2,0.2,-0.59
783,CA-2022-818125,2022-09-10,2022-09-12,First Class,CMA-00004,Martinez Tech #5,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000226,Office Supplies,Paper,Paper SKU-016 (Premium Quality),33.91,7,0.0,13.57
784,CA-2022-929396,2022-09-10,2022-09-11,First Class,HET-00020,Ethan Garcia,Home Office,United States,Boston,Massachusetts,02116,East,TEC-PH-10000393,Technology,Phones,Phones SKU-003 (Premium Quality),162.99,7,0.1,36.22
785,CA-2022-865847,2022-09-11,2022-09-15,Second Class,CWI-00091,Wilson Holdings #4,Corporate,United States,Pittsburgh,Pennsylvania,15213,East,FUR-TA-10000080,Furniture,Tables,Tables SKU-020 (Premium Quality),74.8,1,0.0,5.98
786,CA-2022-712800,2022-09-11,2022-09-11,Same Day,CDA-00045,Davis Ltd #4,Corporate,United States,Dallas,Texas,75201,Central,FUR-FU-10000116,Furniture,Furnishings,Furnishings SKU-026 (Premium Quality),0.91,1,0.3,-0.13
787,CA-2022-727356,2022-09-11,2022-09-15,Standard Class,HQU-00045,Quinn Rodriguez,Home Office,United States,Newark,New Jersey,07102,East,TEC-CO-10000486,Technology,Copiers,Copiers SKU-006 (Premium Quality),839.09,6,0.2,262.22
788,CA-2022-888056,2022-09-11,2022-09-13,Second Class,HMA-00008,Marcus Martinez,Home Office,United States,Spokane,Washington,99201,West,FUR-BO-10000005,Furniture,Bookcases,Bookcases SKU-005 (Premium Quality),22.54,1,0.0,2.7
789,CA-2022-686913,2022-09-11,2022-09-18,Standard Class,HET-00090,Ethan Rodriguez,Home Office,United States,Seattle,Washington,98103,West,OFF-EN-10000316,Office Supplies,Envelopes,Envelopes SKU-016 (Premium Quality),2.36,3,0.0,0.83
790,CA-2022-840585,2022-09-11,2022-09-15,Second Class,HHA-00050,Hannah Williams,Home Office,United States,New York City,New York,10011,East,OFF-EN-10000319,Office Supplies,Envelopes,Envelopes SKU-019 (Premium Quality),1.9,1,0.0,0.66
791,CA-2022-402491,2022-09-12,2022-09-13,First Class,CRO-00061,Robert Taylor,Consumer,United States,Spokane,Washington,99201,West,OFF-AP-10000141,Office Supplies,Appliances,Appliances SKU-021 (Premium Quality),62.72,4,0.0,15.68
792,CA-2022-936449,2022-09-12,2022-09-13,First Class,CAN-00058,Anderson Ventures #5,Corporate,United States,Minneapolis,Minnesota,55401,Central,OFF-SU-10000289,Office Supplies,Supplies,Supplies SKU-019 (Premium Quality),19.05,7,0.0,2.86
793,CA-2022-208656,2022-09-12,2022-09-12,Same Day,HOS-00067,Oscar Smith,Home Office,United States,Salt Lake City,Utah,84101,West,OFF-EN-10000323,Office Supplies,Envelopes,Envelopes SKU-023 (Premium Quality),11.86,7,0.0,4.15
794,CA-2022-976430,2022-09-13,2022-09-14,First Class,HHA-00087,Hannah Anderson,Home Office,United States,Detroit,Michigan,48201,Central,FUR-FU-10000112,Furniture,Furnishings,Furnishings SKU-022 (Premium Quality),5.89,4,0.5,-3.53
795,CA-2022-273899,2022-09-13,2022-09-14,First Class,HAL-00040,Alice Thomas,Home Office,United States,Seattle,Washington,98103,West,TEC-AC-10000435,Technology,Accessories,Accessories SKU-015 (Premium Quality),116.11,10,0.4,-15.48
796,CA-2022-108304,2022-09-14,2022-09-17,Second Class,CJA-00065,James Brown,Consumer,United States,Albany,New York,12203,East,FUR-FU-10000091,Furniture,Furnishings,Furnishings SKU-001 (Premium Quality),28.65,6,0.0,5.73
797,CA-2022-116619,2022-09-14,2022-09-15,First Class,HTI-00060,Tina Rodriguez,Home Office,United States,Houston,Texas,77002,Central,OFF-LA-10000334,Office Supplies,Labels,Labels SKU-004 (Premium Quality),8.56,7,0.1,2.85
798,CA-2022-688446,2022-09-14,2022-09-14,Same Day,CMO-00120,Moore Industries #3,Corporate,United States,Baltimore,Maryland,21201,East,OFF-FA-10000371,Office Supplies,Fasteners,Fasteners SKU-011 (Premium Quality),4.11,6,0.0,1.23
799,CA-2022-619647,2022-09-14,2022-09-19,Standard Class,CTH-00072,Thomas & Sons #9,Corporate,United States,Richmond,Virginia,23219,South,OFF-AP-10000141,Office Supplies,Appliances,Appliances SKU-021 (Premium Quality),43.6,9,0.3,-3.12
800,CA-2022-772677,2022-09-15,2022-09-15,Same Day,HOS-00097,Oscar Martinez,Home Office,United States,Minneapolis,Minnesota,55401,Central,TEC-PH-10000392,Technology,Phones,Phones SKU-002 (Premium Quality),121.88,5,0.2,15.23
801,CA-2022-453913,2022-09-16,2022-09-17,First Class,CPA-00027,Patricia Martin,Consumer,United States,Atlanta,Georgia,30303,South,OFF-LA-10000359,Office Supplies,Labels,Labels SKU-029 (Premium Quality),4.21,8,0.3,0.6
802,CA-2022-324008,2022-09-16,2022-09-22,Standard Class,CJE-00066,Jessica Rodriguez,Consumer,United States,Jacksonville,Florida,32202,South,OFF-SU-10000274,Office Supplies,Supplies,Supplies SKU-004 (Premium Quality),42.68,5,0.0,6.4
803,CA-2022-333727,2022-09-16,2022-09-16,Same Day,CMA-00088,Martin Consulting #5,Corporate,United States,Saint Louis,Missouri,63101,Central,OFF-SU-10000293,Office Supplies,Supplies,Supplies SKU-023 (Premium Quality),20.32,6,0.2,-1.27
804,CA-2022-486917,2022-09-17,2022-09-22,Standard Class,HJU-00138,Julia Taylor,Home Office,United States,Indianapolis,Indiana,46201,Central,FUR-FU-10000103,Furniture,Furnishings,Furnishings SKU-013 (Premium Quality),36.71,5,0.0,7.34
805,CA-2022-772042,2022-09-17,2022-09-18,First Class,CAN-00015,Anderson Ventures #2,Corporate,United States,Cleveland,Ohio,44114,East,OFF-AR-10000192,Office Supplies,Art,Art SKU-012 (Premium Quality),2.98,3,0.0,0.89
806,CA-2022-272162,2022-09-17,2022-09-19,First Class,CRO-00025,Rodriguez Partners #5,Corporate,United States,Portland,Oregon,97201,West,OFF-AP-10000143,Office Supplies,Appliances,Appliances SKU-023 (Premium Quality),29.95,9,0.4,-7.49
807,CA-2022-496252,2022-09-17,2022-09-17,Same Day,CSM-00090,Smith Corp #5,Corporate,United States,Los Angeles,California,90036,West,FUR-BO-10000023,Furniture,Bookcases,Bookcases SKU-023 (Premium Quality),19.06,1,0.4,-8.9
808,CA-2022-405041,2022-09-18,2022-09-21,Second Class,CWI-00133,Williams Inc #7,Corporate,United States,Albany,New York,12203,East,TEC-PH-10000391,Technology,Phones,Phones SKU-001 (Premium Quality),133.05,3,0.0,39.92
809,CA-2022-634097,2022-09-18,2022-09-19,First Class,CLI-00114,Linda Hernandez,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000423,Technology,Accessories,Accessories SKU-003 (Premium Quality),35.22,2,0.0,11.27
810,CA-2022-286867,2022-09-18,2022-09-19,First Class,HET-00090,Ethan Rodriguez,Home Office,United States,Atlanta,Georgia,30303,South,OFF-EN-10000310,Office Supplies,Envelopes,Envelopes SKU-010 (Premium Quality),16.73,9,0.2,3.14
811,CA-2022-195170,2022-09-18,2022-09-20,First Class,HDI-00080,Diana Jackson,Home Office,United States,New York City,New York,10011,East,FUR-FU-10000099,Furniture,Furnishings,Furnishings SKU-009 (Premium Quality),6.07,2,0.2,-0.0
812,CA-2022-461738,2022-09-19,2022-09-22,Second Class,CCH-00026,Charles Lee,Consumer,United States,New York City,New York,10011,East,FUR-CH-10000040,Furniture,Chairs,Chairs SKU-010 (Premium Quality),26.22,6,0.6,-29.49
813,CA-2022-844588,2022-09-19,2022-09-23,Standard Class,HHA-00070,Hannah Wilson,Home Office,United States,Los Angeles,California,90036,West,OFF-BI-10000156,Office Supplies,Binders,Binders SKU-006 (Premium Quality),1.47,2,0.0,0.51
814,CA-2022-708302,2022-09-20,2022-09-27,Standard Class,HDI-00130,Diana Jackson,Home Office,United States,Tampa,Florida,33602,South,OFF-SU-10000295,Office Supplies,Supplies,Supplies SKU-025 (Premium Quality),9.32,4,0.0,1.4
815,CA-2022-242545,2022-09-20,2022-09-21,First Class,CMA-00026,Martin Consulting #4,Corporate,United States,New York City,New York,10011,East,TEC-CO-10000501,Technology,Copiers,Copiers SKU-021 (Premium Quality),1883.36,6,0.2,588.55
816,CA-2022-796772,2022-09-20,2022-09-24,Second Class,HCH-00032,Charlie Martin,Home Office,United States,Indianapolis,Indiana,46201,Central,OFF-AR-10000200,Office Supplies,Art,Art SKU-020 (Premium Quality),3.94,5,0.2,0.5
817,CA-2022-911187,2022-09-20,2022-09-26,Standard Class,CMA-00056,Martin & Co #4,Corporate,United States,Las Vegas,Nevada,89101,West,OFF-LA-10000336,Office Supplies,Labels,Labels SKU-006 (Premium Quality),9.1,10,0.2,2.27
818,CA-2022-457644,2022-09-20,2022-09-20,Same Day,HTI-00144,Tina Rodriguez,Home Office,United States,San Antonio,Texas,78201,Central,OFF-AP-10000134,Office Supplies,Appliances,Appliances SKU-014 (Premium Quality),146.05,8,0.3,-10.43
819,CA-2022-840911,2022-09-21,2022-09-21,Same Day,HNO-00122,Nora Hernandez,Home Office,United States,Los Angeles,California,90036,West,OFF-FA-10000367,Office Supplies,Fasteners,Fasteners SKU-007 (Premium Quality),0.73,9,0.4,-0.12
820,CA-2022-587392,2022-09-21,2022-09-21,Same Day,HPE-00057,Penelope Davis,Home Office,United States,San Antonio,Texas,78201,Central,OFF-AR-10000186,Office Supplies,Art,Art SKU-006 (Premium Quality),18.66,10,0.4,-3.11
