Customer_ID,Customer_Name,Segment,Region_ID,State,City,Join_Date
CUST-1331,Anthony Jackson,Consumer,REG-03,North Carolina,Charlotte,2024-07-28
CUST-1332,David Gonzalez,Corporate,REG-03,Texas,Houston,2022-07-01
CUST-1333,Karen Lee,Consumer,REG-04,Wisconsin,Milwaukee,2022-07-12
CUST-1334,Richard Nelson,Corporate,REG-02,California,San Francisco,2024-07-31
CUST-1335,Thomas Perez,Home Office,REG-02,Oregon,Portland,2023-03-10
CUST-1336,Steven Hernandez,Corporate,REG-02,Oregon,Portland,2022-08-10
CUST-1337,Kenneth Williams,Corporate,REG-02,Arizona,Phoenix,2022-01-13
CUST-1338,Joseph Johnson,Corporate,REG-02,California,San Francisco,2024-03-14
CUST-1339,Patricia Martinez,Corporate,REG-04,Indiana,Indianapolis,2022-05-30
CUST-1340,Carol Garcia,Consumer,REG-02,Arizona,Phoenix,2023-12-22
CUST-1341,Carol Moore,Corporate,REG-03,North Carolina,Charlotte,2024-08-12
CUST-1342,Anthony Gonzalez,Consumer,REG-03,Texas,Houston,2024-07-19
CUST-1343,Carol Green,Home Office,REG-03,Texas,Houston,2022-09-21
CUST-1344,Richard Young,Corporate,REG-02,Oregon,Portland,2023-01-15
CUST-1345,Kimberly Anderson,Corporate,REG-04,Michigan,Detroit,2022-12-16
CUST-1346,Mark Thompson,Corporate,REG-02,California,San Francisco,2022-03-12
CUST-1347,Paul White,Consumer,REG-04,Michigan,Detroit,2024-07-16
CUST-1348,Richard Green,Consumer,REG-01,New York,New York,2024-03-18
CUST-1349,Jessica Nelson,Consumer,REG-03,Florida,Miami,2022-04-20
CUST-1350,Jessica Perez,Consumer,REG-04,Michigan,Detroit,2022-02-08
CUST-1351,Nancy Scott,Corporate,REG-04,Wisconsin,Milwaukee,2022-04-11
CUST-1352,Patricia Lee,Home Office,REG-02,Arizona,Phoenix,2023-01-18
CUST-1353,Dorothy Gonzalez,Consumer,REG-03,Florida,Miami,2024-09-14
CUST-1354,Helen Jones,Consumer,REG-02,Arizona,Phoenix,2024-07-08
CUST-1355,Margaret Gonzalez,Consumer,REG-03,Texas,Austin,2024-04-04
CUST-1356,Paul Rodriguez,Consumer,REG-01,Massachusetts,Boston,2023-01-06
CUST-1357,Lisa Nelson,Corporate,REG-02,Colorado,Denver,2024-04-28
CUST-1358,Helen Rodriguez,Home Office,REG-02,Washington,Seattle,2024-09-07
CUST-1359,Donna Taylor,Corporate,REG-03,Georgia,Atlanta,2023-03-04
CUST-1360,Kenneth Thompson,Corporate,REG-01,Pennsylvania,Philadelphia,2022-02-17
CUST-1361,Donna Moore,Consumer,REG-04,Indiana,Indianapolis,2022-12-11
CUST-1362,Helen Nelson,Consumer,REG-01,New York,New York,2022-08-17
CUST-1363,Sarah Thompson,Corporate,REG-04,Michigan,Detroit,2022-09-27
CUST-1364,Donald Brown,Home Office,REG-04,Illinois,Chicago,2024-04-24
CUST-1365,Helen Baker,Consumer,REG-04,Wisconsin,Milwaukee,2022-02-22
CUST-1366,Betty Williams,Consumer,REG-01,Massachusetts,Boston,2023-12-21
CUST-1367,Amanda Allen,Home Office,REG-04,Illinois,Chicago,2022-01-06
CUST-1368,Sandra Allen,Corporate,REG-03,Florida,Miami,2022-03-17
CUST-1369,Donald Perez,Corporate,REG-02,Oregon,Portland,2022-12-11
CUST-1370,Donald Lopez,Home Office,REG-03,Virginia,Richmond,2023-01-23
CUST-1371,Joseph White,Consumer,REG-01,New Jersey,Newark,2023-04-26
CUST-1372,John Hernandez,Consumer,REG-04,Michigan,Detroit,2022-11-24
CUST-1373,Anthony Gonzalez,Consumer,REG-04,Indiana,Indianapolis,2023-04-19
CUST-1374,Joseph Adams,Consumer,REG-04,Illinois,Chicago,2023-12-02
CUST-1375,Michelle Johnson,Corporate,REG-03,Texas,Houston,2022-10-13
CUST-1376,Kimberly Taylor,Corporate,REG-01,Massachusetts,Boston,2024-02-20
CUST-1377,Christopher Hall,Consumer,REG-03,Texas,Houston,2024-07-24
CUST-1378,Charles Hernandez,Home Office,REG-02,Oregon,Portland,2023-04-24
CUST-1379,Daniel Hall,Corporate,REG-04,Illinois,Chicago,2023-11-25
CUST-1380,John King,Corporate,REG-04,Illinois,Chicago,2024-03-10
CUST-1381,Richard Anderson,Corporate,REG-02,California,Los Angeles,2024-08-10
CUST-1382,Jessica Garcia,Home Office,REG-04,Illinois,Chicago,2022-04-17
CUST-1383,Joshua Martinez,Corporate,REG-03,Texas,Houston,2023-04-26
CUST-1384,Helen Perez,Home Office,REG-04,Michigan,Detroit,2023-09-06
CUST-1385,Ashley Garcia,Corporate,REG-03,Florida,Miami,2022-05-19
CUST-1386,Dorothy Lopez,Home Office,REG-03,Florida,Miami,2024-05-20
CUST-1387,Nancy Martin,Corporate,REG-04,Wisconsin,Milwaukee,2024-08-19
CUST-1388,Kenneth Green,Home Office,REG-04,Michigan,Detroit,2022-06-26
CUST-1389,Andrew Taylor,Consumer,REG-04,Illinois,Chicago,2022-04-15
CUST-1390,Andrew Thompson,Consumer,REG-03,Virginia,Richmond,2024-05-21
CUST-1391,Nancy Smith,Consumer,REG-04,Illinois,Chicago,2023-03-23
CUST-1392,Lisa Garcia,Home Office,REG-02,Oregon,Portland,2024-07-22
CUST-1393,Anthony Rodriguez,Consumer,REG-04,Wisconsin,Milwaukee,2022-10-14
CUST-1394,Dorothy Thomas,Consumer,REG-03,Texas,Austin,2023-08-02
CUST-1395,Dorothy Rodriguez,Corporate,REG-04,Michigan,Detroit,2022-07-30
CUST-1396,Michael Harris,Corporate,REG-02,Washington,Seattle,2023-04-09
CUST-1397,Richard King,Consumer,REG-01,New Jersey,Newark,2022-10-09
CUST-1398,Paul Gonzalez,Home Office,REG-04,Wisconsin,Milwaukee,2023-04-16
CUST-1399,Emily Gonzalez,Consumer,REG-04,Illinois,Chicago,2022-09-03
CUST-1400,Matthew Johnson,Consumer,REG-02,Colorado,Denver,2024-09-11
CUST-1401,Carol Lee,Consumer,REG-01,New York,New York,2024-06-02
CUST-1402,Kenneth Hernandez,Home Office,REG-02,Oregon,Portland,2024-09-01
CUST-1403,Matthew Lopez,Corporate,REG-02,Colorado,Denver,2022-03-11
CUST-1404,Daniel Brown,Corporate,REG-01,New Jersey,Newark,2024-01-09
CUST-1405,Amanda Nelson,Corporate,REG-03,Texas,Austin,2022-05-18
CUST-1406,Matthew Garcia,Corporate,REG-01,Ohio,Cleveland,2024-06-08
CUST-1407,Ashley Baker,Consumer,REG-01,Pennsylvania,Philadelphia,2024-01-22
CUST-1408,Jane Smith,Corporate,REG-03,Virginia,Richmond,2024-02-18
CUST-1409,Nancy Anderson,Home Office,REG-01,Pennsylvania,Philadelphia,2024-08-25
CUST-1410,Nancy Hall,Consumer,REG-03,Texas,Austin,2024-09-07
CUST-1411,Paul Young,Consumer,REG-04,Illinois,Chicago,2023-03-15
CUST-1412,Amanda Nelson,Home Office,REG-01,New York,New York,2024-01-31
CUST-1413,Christopher Hernandez,Corporate,REG-02,Washington,Seattle,2022-07-27
CUST-1414,Jessica Martin,Consumer,REG-02,Colorado,Denver,2023-10-19
CUST-1415,Kenneth Martin,Consumer,REG-01,Pennsylvania,Philadelphia,2023-01-01
CUST-1416,Sandra Garcia,Corporate,REG-02,Colorado,Denver,2024-03-05
CUST-1417,Joseph Young,Consumer,REG-03,Georgia,Atlanta,2022-01-06
CUST-1418,David Lee,Consumer,REG-03,Texas,Houston,2024-07-18
CUST-1419,Patricia Jones,Consumer,REG-02,Arizona,Phoenix,2023-07-25
CUST-1420,Donna Brown,Corporate,REG-02,Arizona,Phoenix,2022-01-13
CUST-1421,James Hernandez,Corporate,REG-03,Georgia,Atlanta,2023-02-23
CUST-1422,Thomas King,Consumer,REG-04,Indiana,Indianapolis,2024-07-16
CUST-1423,Joshua Harris,Corporate,REG-01,Pennsylvania,Philadelphia,2022-02-19
CUST-1424,John King,Consumer,REG-01,Massachusetts,Boston,2022-05-08
CUST-1425,Sandra Green,Consumer,REG-03,Virginia,Richmond,2024-04-15
CUST-1426,Joshua Moore,Corporate,REG-02,Oregon,Portland,2023-03-05
CUST-1427,Patricia Walker,Consumer,REG-02,Washington,Seattle,2024-01-28
CUST-1428,Jessica Harris,Home Office,REG-03,Texas,Houston,2023-05-02
CUST-1429,Jane Garcia,Consumer,REG-04,Indiana,Indianapolis,2022-04-13
CUST-1430,Michelle King,Consumer,REG-02,California,San Francisco,2024-05-31
CUST-1431,David Perez,Consumer,REG-02,Washington,Seattle,2023-01-17
CUST-1432,Daniel Jones,Consumer,REG-04,Michigan,Detroit,2023-05-09
CUST-1433,Emily Perez,Home Office,REG-04,Michigan,Detroit,2022-05-26
CUST-1434,Richard Nelson,Consumer,REG-01,Ohio,Cleveland,2022-07-21
CUST-1435,Carol Miller,Consumer,REG-03,Florida,Miami,2022-04-16
CUST-1436,William Martin,Corporate,REG-03,Georgia,Atlanta,2024-04-28
CUST-1437,Charles Jones,Home Office,REG-04,Indiana,Indianapolis,2023-06-18
CUST-1438,John White,Consumer,REG-03,Florida,Miami,2024-08-30
CUST-1439,Michael Rodriguez,Corporate,REG-03,Virginia,Richmond,2022-08-13
CUST-1440,Donna Rodriguez,Consumer,REG-03,North Carolina,Charlotte,2022-06-24
CUST-1441,David Gonzalez,Consumer,REG-04,Michigan,Detroit,2022-08-25
CUST-1442,Matthew Wilson,Home Office,REG-01,Massachusetts,Boston,2023-08-29
CUST-1443,Matthew Thomas,Consumer,REG-04,Michigan,Detroit,2024-02-17
CUST-1444,Margaret Martinez,Consumer,REG-01,Ohio,Cleveland,2024-06-21
CUST-1445,Thomas Johnson,Home Office,REG-02,California,San Francisco,2022-02-23
CUST-1446,William Moore,Corporate,REG-02,Washington,Seattle,2022-07-06
CUST-1447,Patricia Moore,Consumer,REG-04,Indiana,Indianapolis,2023-03-07
CUST-1448,Lisa Taylor,Corporate,REG-02,California,San Francisco,2023-04-19
CUST-1449,Anthony Robinson,Corporate,REG-04,Wisconsin,Milwaukee,2022-01-12
CUST-1450,Joseph Martin,Consumer,REG-01,New Jersey,Newark,2024-09-07
CUST-1451,Jessica Jones,Consumer,REG-04,Wisconsin,Milwaukee,2023-09-22
CUST-1452,Mark Anderson,Consumer,REG-03,Virginia,Richmond,2024-08-27
CUST-1453,James Green,Corporate,REG-03,Georgia,Atlanta,2023-03-07
CUST-1454,Charles Taylor,Corporate,REG-04,Minnesota,Minneapolis,2022-01-27
CUST-1455,Mark White,Corporate,REG-03,Georgia,Atlanta,2024-06-16
CUST-1456,Amanda Allen,Corporate,REG-01,New Jersey,Newark,2022-01-30
CUST-1457,Charles Gonzalez,Corporate,REG-03,Virginia,Richmond,2024-06-04
CUST-1458,Mark Scott,Home Office,REG-04,Wisconsin,Milwaukee,2024-04-20
CUST-1459,Kimberly Thompson,Corporate,REG-04,Illinois,Chicago,2022-05-28
CUST-1460,Robert Allen,Corporate,REG-02,Colorado,Denver,2024-07-04
CUST-1461,Daniel Martinez,Consumer,REG-02,Oregon,Portland,2024-09-15
CUST-1462,Paul Taylor,Home Office,REG-02,Oregon,Portland,2022-05-27
CUST-1463,Betty Young,Corporate,REG-01,Ohio,Cleveland,2022-07-08
CUST-1464,Donald Thompson,Home Office,REG-04,Michigan,Detroit,2022-07-06
CUST-1465,Karen Johnson,Corporate,REG-04,Illinois,Chicago,2024-05-13
CUST-1466,Michelle Moore,Consumer,REG-01,Pennsylvania,Philadelphia,2022-03-29
CUST-1467,John Martinez,Corporate,REG-04,Michigan,Detroit,2024-05-28
CUST-1468,Lisa Young,Consumer,REG-03,Georgia,Atlanta,2024-09-18
CUST-1469,John Walker,Corporate,REG-03,Texas,Austin,2023-09-10
CUST-1470,Dorothy Brown,Consumer,REG-02,Washington,Seattle,2022-10-23
CUST-1471,William Williams,Consumer,REG-02,Washington,Seattle,2024-05-30
CUST-1472,Jane Moore,Consumer,REG-02,Arizona,Phoenix,2023-08-19
CUST-1473,Kenneth Walker,Corporate,REG-01,Massachusetts,Boston,2023-03-20
CUST-1474,Joshua Sanchez,Corporate,REG-01,Massachusetts,Boston,2022-10-30
CUST-1475,Ashley Moore,Consumer,REG-01,New Jersey,Newark,2024-01-24
CUST-1476,Anthony Moore,Consumer,REG-02,California,Los Angeles,2022-11-18
CUST-1477,Lisa Nelson,Consumer,REG-02,California,Los Angeles,2023-06-06
CUST-1478,Helen Wright,Corporate,REG-03,Georgia,Atlanta,2023-08-01
CUST-1479,John Scott,Consumer,REG-03,Texas,Austin,2023-11-02
CUST-1480,Sandra Johnson,Consumer,REG-04,Minnesota,Minneapolis,2022-06-05
CUST-1481,Carol Adams,Consumer,REG-02,Arizona,Phoenix,2024-04-25
CUST-1482,Ashley Jackson,Consumer,REG-02,California,San Francisco,2022-11-28
CUST-1483,Amanda Miller,Corporate,REG-04,Minnesota,Minneapolis,2022-12-22
CUST-1484,Matthew Allen,Corporate,REG-04,Wisconsin,Milwaukee,2023-06-14
CUST-1485,Kenneth Williams,Consumer,REG-01,Pennsylvania,Philadelphia,2023-02-04
CUST-1486,David Brown,Consumer,REG-03,Virginia,Richmond,2024-01-13
CUST-1487,Donald Thomas,Corporate,REG-04,Illinois,Chicago,2023-08-22
CUST-1488,Sandra Davis,Consumer,REG-03,Georgia,Atlanta,2023-02-05
CUST-1489,Paul Jones,Consumer,REG-04,Indiana,Indianapolis,2022-07-25
CUST-1490,Richard Sanchez,Consumer,REG-03,Texas,Houston,2023-04-21
CUST-1491,Charles Gonzalez,Corporate,REG-01,Pennsylvania,Philadelphia,2023-12-25
CUST-1492,Margaret Jones,Consumer,REG-02,California,Los Angeles,2023-08-30
CUST-1493,Amanda Johnson,Corporate,REG-04,Indiana,Indianapolis,2023-08-24
CUST-1494,Jessica Smith,Consumer,REG-03,Florida,Miami,2024-07-23
CUST-1495,Dorothy Martinez,Consumer,REG-02,Washington,Seattle,2023-06-16
CUST-1496,Michael Smith,Consumer,REG-01,New York,New York,2024-04-28
CUST-1497,Jane Perez,Home Office,REG-04,Minnesota,Minneapolis,2022-04-22
CUST-1498,Steven Williams,Corporate,REG-01,Pennsylvania,Philadelphia,2022-12-30
CUST-1499,Lisa White,Corporate,REG-01,New Jersey,Newark,2022-08-31
CUST-1500,Charles Baker,Consumer,REG-03,North Carolina,Charlotte,2024-06-27
CUST-1501,Amanda Walker,Consumer,REG-01,Ohio,Cleveland,2024-05-03
CUST-1502,Charles Garcia,Consumer,REG-02,California,San Francisco,2024-01-22
CUST-1503,Patricia Gonzalez,Corporate,REG-04,Illinois,Chicago,2022-01-20
CUST-1504,Charles Adams,Home Office,REG-03,Virginia,Richmond,2024-02-18
CUST-1505,Patricia Robinson,Home Office,REG-02,Washington,Seattle,2022-10-02
CUST-1506,Sarah Baker,Corporate,REG-04,Illinois,Chicago,2024-05-16
CUST-1507,Joshua Garcia,Corporate,REG-02,Washington,Seattle,2022-12-25
CUST-1508,Emily Clark,Corporate,REG-02,Arizona,Phoenix,2023-10-14
CUST-1509,Ashley Harris,Home Office,REG-01,New York,New York,2023-01-16
CUST-1510,Emily Martinez,Home Office,REG-03,Virginia,Richmond,2023-09-26
CUST-1511,William Walker,Home Office,REG-03,North Carolina,Charlotte,2024-03-01
CUST-1512,Nancy Lewis,Corporate,REG-01,Pennsylvania,Philadelphia,2024-05-14
CUST-1513,Andrew Thomas,Consumer,REG-02,Oregon,Portland,2022-09-30
CUST-1514,Michael Moore,Consumer,REG-04,Minnesota,Minneapolis,2023-11-16
CUST-1515,Richard Clark,Consumer,REG-02,Washington,Seattle,2023-07-13
CUST-1516,Kenneth Gonzalez,Consumer,REG-03,Virginia,Richmond,2024-04-28
CUST-1517,Donna Wilson,Consumer,REG-03,North Carolina,Charlotte,2022-11-02
CUST-1518,Kenneth Robinson,Consumer,REG-01,New Jersey,Newark,2024-08-06
CUST-1519,Paul Brown,Corporate,REG-03,Virginia,Richmond,2023-12-31
CUST-1520,Emily Smith,Consumer,REG-02,California,Los Angeles,2022-07-08
CUST-1521,Margaret Garcia,Consumer,REG-03,Georgia,Atlanta,2024-08-03
CUST-1522,Anthony Allen,Home Office,REG-02,Oregon,Portland,2023-05-23
CUST-1523,Mark Moore,Corporate,REG-03,Florida,Miami,2022-01-31
CUST-1524,Emily Green,Consumer,REG-04,Michigan,Detroit,2024-08-01
CUST-1525,Kimberly Brown,Consumer,REG-02,Washington,Seattle,2022-03-07
CUST-1526,Lisa Hall,Consumer,REG-02,Colorado,Denver,2022-09-12
CUST-1527,James Smith,Consumer,REG-02,California,San Francisco,2024-01-19
CUST-1528,Sarah Miller,Corporate,REG-04,Indiana,Indianapolis,2022-04-11
CUST-1529,Donna Young,Home Office,REG-02,California,Los Angeles,2024-07-26
CUST-1530,Steven Wilson,Corporate,REG-02,Arizona,Phoenix,2022-06-04
CUST-1531,Kimberly Rodriguez,Home Office,REG-04,Minnesota,Minneapolis,2022-06-10
CUST-1532,Richard Johnson,Corporate,REG-01,New Jersey,Newark,2024-08-07
CUST-1533,Donna Williams,Consumer,REG-02,Oregon,Portland,2023-02-26
CUST-1534,Ashley Sanchez,Corporate,REG-03,Texas,Austin,2023-06-07
CUST-1535,Emily Jackson,Consumer,REG-02,Colorado,Denver,2024-09-10
CUST-1536,Amanda Johnson,Corporate,REG-02,California,San Francisco,2022-01-25
CUST-1537,Christopher Moore,Home Office,REG-03,Georgia,Atlanta,2022-08-12
CUST-1538,Nancy Rodriguez,Consumer,REG-02,Colorado,Denver,2023-12-28
CUST-1539,David Allen,Corporate,REG-03,Texas,Austin,2024-02-22
CUST-1540,James Perez,Consumer,REG-03,Florida,Miami,2024-02-17
CUST-1541,Nancy Perez,Consumer,REG-02,Oregon,Portland,2023-09-15
CUST-1542,Kenneth Taylor,Home Office,REG-03,Texas,Austin,2022-12-06
CUST-1543,Emily Lopez,Consumer,REG-04,Minnesota,Minneapolis,2022-07-14
CUST-1544,Robert Thomas,Home Office,REG-01,Massachusetts,Boston,2023-03-01
CUST-1545,Amanda Harris,Consumer,REG-04,Illinois,Chicago,2022-09-23
CUST-1546,Michelle Garcia,Consumer,REG-01,Massachusetts,Boston,2022-01-12
CUST-1547,Matthew Martin,Corporate,REG-02,Arizona,Phoenix,2024-07-25
CUST-1548,Andrew Gonzalez,Home Office,REG-03,North Carolina,Charlotte,2023-03-03
CUST-1549,Matthew Jackson,Home Office,REG-03,Virginia,Richmond,2024-03-06
CUST-1550,Donna Walker,Corporate,REG-03,Texas,Houston,2022-08-20
CUST-1551,Helen White,Corporate,REG-04,Illinois,Chicago,2024-09-20
CUST-1552,Michael Lewis,Corporate,REG-04,Minnesota,Minneapolis,2022-09-26
CUST-1553,David Clark,Consumer,REG-02,California,San Francisco,2022-03-07
CUST-1554,Karen Anderson,Consumer,REG-02,California,Los Angeles,2023-03-15
CUST-1555,William Thompson,Home Office,REG-01,Massachusetts,Boston,2024-01-20
CUST-1556,Sandra Harris,Consumer,REG-03,Florida,Miami,2024-06-05
CUST-1557,Amanda Gonzalez,Consumer,REG-03,Texas,Austin,2022-03-17
CUST-1558,Nancy Walker,Corporate,REG-01,Pennsylvania,Philadelphia,2023-06-24
CUST-1559,Ashley Lewis,Home Office,REG-03,Florida,Miami,2022-06-17
CUST-1560,Michelle Baker,Consumer,REG-03,Georgia,Atlanta,2022-11-06
CUST-1561,Amanda Moore,Corporate,REG-03,Georgia,Atlanta,2023-11-16
CUST-1562,Jessica Lee,Home Office,REG-04,Minnesota,Minneapolis,2024-07-09
CUST-1563,John Miller,Consumer,REG-04,Indiana,Indianapolis,2024-05-24
CUST-1564,Daniel Allen,Consumer,REG-03,Texas,Austin,2024-05-04
CUST-1565,Richard Sanchez,Corporate,REG-03,Florida,Miami,2024-03-23
CUST-1566,Donna Harris,Corporate,REG-04,Indiana,Indianapolis,2023-11-13
CUST-1567,James White,Corporate,REG-03,Texas,Houston,2022-09-02
CUST-1568,Donald Lopez,Corporate,REG-04,Minnesota,Minneapolis,2023-08-12
CUST-1569,Daniel White,Consumer,REG-01,New Jersey,Newark,2023-02-05
CUST-1570,Nancy Johnson,Consumer,REG-02,California,Los Angeles,2022-05-14
CUST-1571,William Baker,Consumer,REG-03,Virginia,Richmond,2024-04-13
CUST-1572,Joshua Williams,Consumer,REG-03,Texas,Houston,2023-10-26
CUST-1573,Charles Jackson,Corporate,REG-04,Minnesota,Minneapolis,2022-12-10
CUST-1574,Margaret Smith,Consumer,REG-01,New York,New York,2023-05-23
CUST-1575,Paul Clark,Consumer,REG-01,Pennsylvania,Philadelphia,2024-07-07
CUST-1576,Charles Clark,Corporate,REG-03,Texas,Houston,2023-10-03
CUST-1577,Charles Sanchez,Consumer,REG-04,Michigan,Detroit,2023-06-30
CUST-1578,Matthew Miller,Corporate,REG-02,California,Los Angeles,2022-02-17
CUST-1579,Kimberly Young,Consumer,REG-02,California,Los Angeles,2024-01-26
CUST-1580,Donna Harris,Consumer,REG-01,New Jersey,Newark,2022-07-10
CUST-1581,Joshua Rodriguez,Consumer,REG-02,Oregon,Portland,2022-07-28
CUST-1582,Michelle Hernandez,Consumer,REG-04,Minnesota,Minneapolis,2022-09-04
CUST-1583,David White,Corporate,REG-03,Texas,Austin,2023-08-28
CUST-1584,Joseph Brown,Home Office,REG-02,Colorado,Denver,2022-04-05
CUST-1585,Jessica Williams,Consumer,REG-02,California,Los Angeles,2024-09-16
CUST-1586,William King,Home Office,REG-02,Colorado,Denver,2022-06-13
CUST-1587,Joseph Anderson,Consumer,REG-04,Illinois,Chicago,2022-11-04
CUST-1588,James Johnson,Corporate,REG-04,Minnesota,Minneapolis,2022-05-31
CUST-1589,Mark Thomas,Consumer,REG-01,New York,New York,2024-03-09
CUST-1590,Carol Martin,Consumer,REG-01,Ohio,Cleveland,2023-09-26
CUST-1591,Kimberly Walker,Consumer,REG-02,Washington,Seattle,2023-11-29
CUST-1592,Margaret Jackson,Consumer,REG-04,Minnesota,Minneapolis,2024-09-05
CUST-1593,Amanda Thompson,Consumer,REG-02,California,Los Angeles,2022-11-20
CUST-1594,Richard Clark,Consumer,REG-03,Virginia,Richmond,2024-08-02
CUST-1595,Charles Baker,Corporate,REG-02,Washington,Seattle,2022-11-01
CUST-1596,Matthew Moore,Consumer,REG-04,Indiana,Indianapolis,2023-08-07
CUST-1597,Donna Walker,Corporate,REG-03,Texas,Austin,2022-09-30
CUST-1598,Joseph Davis,Home Office,REG-02,Oregon,Portland,2024-07-09
CUST-1599,Sarah Harris,Consumer,REG-02,Colorado,Denver,2022-05-06
CUST-1600,Matthew Martin,Corporate,REG-03,Texas,Austin,2023-01-18
CUST-1601,Paul Walker,Corporate,REG-02,Colorado,Denver,2022-03-19
CUST-1602,Patricia Lopez,Corporate,REG-03,Virginia,Richmond,2024-04-06
CUST-1603,Jessica White,Consumer,REG-02,Washington,Seattle,2022-11-23
CUST-1604,Robert Smith,Corporate,REG-04,Wisconsin,Milwaukee,2022-02-04
CUST-1605,Michael Nelson,Home Office,REG-01,Pennsylvania,Philadelphia,2023-04-09
CUST-1606,Kenneth Davis,Consumer,REG-01,Pennsylvania,Philadelphia,2024-04-22
CUST-1607,Steven Scott,Corporate,REG-03,Texas,Houston,2024-01-09
CUST-1608,David Allen,Home Office,REG-03,Virginia,Richmond,2023-09-03
CUST-1609,Sandra Young,Consumer,REG-04,Wisconsin,Milwaukee,2023-10-25
CUST-1610,Donna Thomas,Consumer,REG-03,Virginia,Richmond,2022-01-27
CUST-1611,Richard Scott,Consumer,REG-03,Florida,Miami,2023-12-03
CUST-1612,Joseph Wright,Corporate,REG-04,Minnesota,Minneapolis,2024-07-16
CUST-1613,Betty Taylor,Home Office,REG-02,Oregon,Portland,2022-11-30
CUST-1614,Mark Wright,Consumer,REG-03,North Carolina,Charlotte,2024-07-15
CUST-1615,Matthew Baker,Consumer,REG-03,Virginia,Richmond,2023-01-21
CUST-1616,Thomas Green,Corporate,REG-04,Minnesota,Minneapolis,2022-12-06
CUST-1617,Christopher Lee,Consumer,REG-04,Michigan,Detroit,2023-09-26
CUST-1618,Thomas Moore,Consumer,REG-02,Oregon,Portland,2023-08-20
CUST-1619,Kimberly Wright,Corporate,REG-01,New York,New York,2022-11-21
CUST-1620,David White,Consumer,REG-03,Texas,Houston,2022-06-14
CUST-1621,Joshua Rodriguez,Consumer,REG-01,Massachusetts,Boston,2022-09-22
CUST-1622,Andrew Lee,Corporate,REG-02,California,San Francisco,2023-03-15
CUST-1623,Mark Baker,Corporate,REG-01,Massachusetts,Boston,2022-11-23
CUST-1624,John Sanchez,Corporate,REG-04,Wisconsin,Milwaukee,2022-05-05
CUST-1625,Donna Robinson,Consumer,REG-04,Illinois,Chicago,2022-10-11
CUST-1626,Andrew Miller,Consumer,REG-02,California,San Francisco,2024-05-23
CUST-1627,Dorothy Taylor,Consumer,REG-02,Colorado,Denver,2022-04-23
CUST-1628,Ashley Adams,Corporate,REG-01,Massachusetts,Boston,2024-07-07
CUST-1629,Betty Wright,Consumer,REG-03,Texas,Austin,2023-09-10
CUST-1630,James Nelson,Consumer,REG-02,California,Los Angeles,2022-03-09
CUST-1631,Mark Lopez,Consumer,REG-01,Pennsylvania,Philadelphia,2023-03-07
CUST-1632,Lisa Miller,Consumer,REG-04,Indiana,Indianapolis,2024-07-22
CUST-1633,Jessica Smith,Home Office,REG-01,Pennsylvania,Philadelphia,2024-09-08
CUST-1634,Margaret Hall,Consumer,REG-03,Georgia,Atlanta,2022-05-06
CUST-1635,Mark Wright,Corporate,REG-02,California,San Francisco,2024-01-29
CUST-1636,Thomas Baker,Consumer,REG-01,Pennsylvania,Philadelphia,2023-07-22
CUST-1637,Charles Wright,Home Office,REG-01,New York,New York,2024-03-30
CUST-1638,Christopher Perez,Consumer,REG-01,Pennsylvania,Philadelphia,2024-06-15
CUST-1639,Anthony Lopez,Home Office,REG-04,Indiana,Indianapolis,2022-03-02
CUST-1640,Joshua Lewis,Consumer,REG-01,New Jersey,Newark,2023-08-09
CUST-1641,Thomas Gonzalez,Home Office,REG-01,New Jersey,Newark,2024-04-26
CUST-1642,Paul Brown,Corporate,REG-04,Indiana,Indianapolis,2022-01-02
CUST-1643,Karen Martin,Consumer,REG-02,Arizona,Phoenix,2024-03-10
CUST-1644,Carol Smith,Consumer,REG-01,Massachusetts,Boston,2022-07-17
CUST-1645,Charles Jackson,Consumer,REG-01,Massachusetts,Boston,2023-04-06
CUST-1646,James Hernandez,Home Office,REG-02,California,Los Angeles,2024-09-01
CUST-1647,Andrew Robinson,Home Office,REG-01,Massachusetts,Boston,2023-07-21
CUST-1648,Steven Moore,Home Office,REG-03,Virginia,Richmond,2024-07-13
CUST-1649,Patricia King,Corporate,REG-03,North Carolina,Charlotte,2023-06-30
CUST-1650,Steven Gonzalez,Corporate,REG-02,California,San Francisco,2022-02-12
CUST-1651,James Smith,Corporate,REG-04,Michigan,Detroit,2023-08-06
CUST-1652,Patricia Wright,Corporate,REG-01,New Jersey,Newark,2022-07-28
CUST-1653,Steven Wilson,Home Office,REG-03,Texas,Austin,2024-03-29
CUST-1654,Lisa Moore,Corporate,REG-03,Virginia,Richmond,2023-10-29
CUST-1655,Nancy Martin,Consumer,REG-03,Texas,Austin,2023-03-18
CUST-1656,Jane Scott,Consumer,REG-01,New York,New York,2022-08-03
CUST-1657,Amanda Lewis,Consumer,REG-02,California,Los Angeles,2022-04-11
CUST-1658,Kenneth Harris,Consumer,REG-04,Illinois,Chicago,2023-10-19
CUST-1659,Dorothy Green,Corporate,REG-04,Illinois,Chicago,2022-11-14
CUST-1660,Dorothy Rodriguez,Consumer,REG-01,Ohio,Cleveland,2024-03-28
CUST-1661,Betty Nelson,Corporate,REG-01,Ohio,Cleveland,2024-07-02
