Customer_ID,Customer_Name,Age,Gender,Occupation,Monthly_Income,Credit_Score,Join_Date
CUST-1741,Anthony King,45,Male,Salaried Professional,5905.91,709,2020-05-08
CUST-1742,Margaret Thompson,22,Male,Salaried Professional,13687.12,844,2021-12-19
CUST-1743,Mark Walker,28,Male,Student,1429.55,815,2020-03-20
CUST-1744,Jessica Allen,32,Male,Blue Collar Worker,4679.47,799,2021-06-30
CUST-1745,James Williams,36,Male,Self-Employed Business,13627.24,749,2021-04-10
CUST-1746,Paul Thompson,46,Male,Blue Collar Worker,3373.42,632,2020-03-15
CUST-1747,Michelle Taylor,18,Male,Self-Employed Business,15697.07,700,2022-01-25
CUST-1748,Jennifer Miller,59,Male,Salaried Professional,7998.82,791,2020-07-28
CUST-1749,Sandra Young,32,Male,Salaried Professional,8925.1,752,2021-06-28
CUST-1750,Karen Martinez,50,Female,Self-Employed Business,7029.59,582,2021-08-12
CUST-1751,Nancy Miller,43,Female,Salaried Professional,11479.89,747,2020-12-19
CUST-1752,Christopher Lewis,26,Male,Salaried Professional,7634.34,638,2020-07-03
CUST-1753,Andrew Torres,52,Female,Salaried Professional,4574.77,740,2022-09-23
CUST-1754,Ashley Miller,37,Female,Salaried Professional,13100.25,740,2020-07-26
CUST-1755,Barbara Johnson,55,Male,Blue Collar Worker,4733.67,702,2022-02-01
CUST-1756,Richard Wright,36,Male,Salaried Professional,13490.61,726,2022-03-30
CUST-1757,Anthony Harris,30,Female,Blue Collar Worker,5251.34,626,2020-08-03
CUST-1758,Michelle Thomas,29,Male,Salaried Professional,9656.54,714,2021-04-15
CUST-1759,Robert Anderson,55,Female,Gig Economy Worker,4222.3,541,2020-09-16
CUST-1760,Paul Garcia,44,Female,Salaried Professional,11751.74,494,2020-05-16
CUST-1761,Richard Nguyen,52,Male,Salaried Professional,4521.83,700,2022-05-29
CUST-1762,Mary Torres,46,Male,Salaried Professional,4727.41,597,2020-01-31
CUST-1763,Elizabeth Rodriguez,35,Female,Blue Collar Worker,4874.68,664,2020-01-15
CUST-1764,Nancy Ramirez,38,Male,Salaried Professional,8880.07,594,2021-11-09
CUST-1765,Richard Clark,43,Female,Student,1947.96,573,2020-03-07
CUST-1766,Margaret Rodriguez,40,Male,Self-Employed Business,9601.25,671,2022-07-28
CUST-1767,Michelle Garcia,18,Male,Salaried Professional,13278.37,722,2020-11-29
CUST-1768,Kimberly Davis,39,Male,Salaried Professional,12040.2,850,2020-12-26
CUST-1769,Steven White,26,Female,Blue Collar Worker,4142.44,797,2022-07-17
CUST-1770,Mark Robinson,57,Female,Retired,2207.77,607,2020-05-06
CUST-1771,David King,50,Female,Salaried Professional,8211.26,652,2021-04-05
CUST-1772,Susan Hernandez,18,Male,Freelancer,5970.28,713,2020-11-05
CUST-1773,Christopher Harris,36,Male,Salaried Professional,11216.47,707,2020-03-25
CUST-1774,James Torres,50,Female,Gig Economy Worker,4059.8,660,2020-08-16
CUST-1775,Joshua Moore,18,Female,Salaried Professional,6898.48,684,2022-08-24
CUST-1776,Christopher Wilson,34,Male,Self-Employed Business,13250.72,666,2020-09-12
CUST-1777,Donna Garcia,47,Male,Salaried Professional,13408.76,784,2021-12-09
CUST-1778,Matthew White,57,Female,Blue Collar Worker,4308.76,721,2022-09-06
CUST-1779,Jennifer King,26,Male,Salaried Professional,8334.47,620,2020-04-05
CUST-1780,Betty Robinson,18,Female,Salaried Professional,10021.35,672,2021-08-19
CUST-1781,Karen Jones,31,Female,Salaried Professional,12706.66,660,2021-02-25
CUST-1782,Elizabeth Martin,48,Female,Salaried Professional,10668.17,706,2020-05-18
CUST-1783,Nancy Clark,51,Female,Salaried Professional,9193.93,807,2022-06-17
CUST-1784,Michelle Clark,41,Male,Salaried Professional,8181.55,610,2021-05-28
CUST-1785,Matthew Perez,35,Female,Salaried Professional,10021.04,772,2022-09-23
CUST-1786,Emily Flores,40,Female,Gig Economy Worker,4363.84,667,2022-02-28
CUST-1787,Ashley Harris,42,Female,Salaried Professional,7970.75,784,2020-01-04
CUST-1788,James Allen,53,Male,Salaried Professional,11105.17,626,2021-12-03
CUST-1789,Anthony Nguyen,33,Female,Salaried Professional,5155.72,758,2020-05-11
CUST-1790,Betty Wright,47,Female,Retired,2676.83,629,2022-02-15
CUST-1791,Joseph Smith,27,Female,Salaried Professional,5312.53,704,2022-02-11
CUST-1792,James Williams,36,Female,Self-Employed Business,10511.49,777,2020-09-11
CUST-1793,Sarah Rodriguez,51,Male,Salaried Professional,5013.51,792,2022-09-24
CUST-1794,Sandra King,25,Female,Blue Collar Worker,4273.37,598,2022-01-21
CUST-1795,Barbara Jones,49,Male,Salaried Professional,7856.13,742,2021-04-04
CUST-1796,Richard Flores,42,Male,Salaried Professional,10060.82,753,2020-06-26
CUST-1797,Patricia Smith,53,Male,Blue Collar Worker,3119.71,586,2020-03-12
CUST-1798,Emily Hill,36,Female,Self-Employed Business,7256.38,665,2022-09-14
CUST-1799,Jessica Wilson,36,Female,Salaried Professional,12206.58,652,2020-04-29
CUST-1800,Richard Scott,46,Female,Self-Employed Business,14167.8,662,2022-09-25
CUST-1801,Andrew Ramirez,38,Female,Self-Employed Business,10797.7,699,2021-04-04
CUST-1802,Daniel Lopez,33,Male,Salaried Professional,5471.07,698,2021-12-01
CUST-1803,Mary Williams,26,Female,Self-Employed Business,10228.67,838,2022-05-19
CUST-1804,Patricia Clark,47,Female,Gig Economy Worker,3358.61,711,2022-02-20
CUST-1805,Anthony Wilson,44,Male,Salaried Professional,12515.19,696,2021-11-23
CUST-1806,Michelle Lee,52,Female,Salaried Professional,10414.52,725,2020-03-10
CUST-1807,Michelle Anderson,19,Male,Salaried Professional,10553.63,712,2021-03-20
CUST-1808,Thomas Johnson,34,Female,Student,1801.81,627,2020-04-19
CUST-1809,Sandra Miller,54,Male,Salaried Professional,4763.86,651,2022-02-28
CUST-1810,Betty Gonzalez,43,Male,Self-Employed Business,14891.78,809,2021-12-04
CUST-1811,Thomas King,43,Female,Self-Employed Business,13340.71,758,2020-06-09
CUST-1812,William Williams,57,Female,Blue Collar Worker,4915.89,638,2022-08-30
CUST-1813,Donald Brown,49,Male,Salaried Professional,9616.9,721,2022-06-08
CUST-1814,Betty Anderson,44,Male,Salaried Professional,5249.57,725,2020-09-14
CUST-1815,John Anderson,29,Female,Blue Collar Worker,5231.14,627,2020-03-09
CUST-1816,Joshua Young,55,Male,Salaried Professional,5167.55,665,2022-03-25
CUST-1817,Emily Wilson,37,Female,Freelancer,5604.44,723,2022-05-03
CUST-1818,Matthew Davis,50,Male,Salaried Professional,8173.95,602,2020-01-02
CUST-1819,William King,26,Female,Salaried Professional,10836.95,654,2021-03-09
CUST-1820,Richard Garcia,22,Female,Salaried Professional,6933.02,619,2022-08-07
CUST-1821,Christopher Thompson,29,Female,Salaried Professional,12182.9,742,2020-02-21
CUST-1822,Emily Anderson,45,Male,Blue Collar Worker,2419.89,551,2021-05-24
CUST-1823,Joseph Garcia,30,Male,Self-Employed Business,14903.27,652,2020-11-23
CUST-1824,Matthew Thompson,33,Female,Blue Collar Worker,3775.13,547,2021-01-12
CUST-1825,Michelle Hill,36,Male,Salaried Professional,13425.63,730,2021-07-10
CUST-1826,Patricia Robinson,34,Female,Salaried Professional,7521.3,667,2021-02-08
CUST-1827,John Rodriguez,52,Female,Self-Employed Business,4261.8,626,2020-05-21
CUST-1828,Lisa Thomas,31,Female,Salaried Professional,10141.57,844,2022-06-06
CUST-1829,Donald Gonzalez,19,Female,Salaried Professional,6335.29,734,2021-11-11
CUST-1830,Barbara Walker,32,Female,Gig Economy Worker,4486.89,657,2021-07-15
CUST-1831,Emily Gonzalez,27,Male,Salaried Professional,13042.99,610,2020-11-21
CUST-1832,Daniel Smith,36,Female,Salaried Professional,12823.44,716,2020-09-05
CUST-1833,Michelle Smith,39,Male,Salaried Professional,7443.21,780,2020-05-13
CUST-1834,Daniel Davis,51,Female,Freelancer,2604.9,732,2021-10-20
CUST-1835,Michelle Robinson,37,Female,Self-Employed Business,14297.14,831,2021-04-04
CUST-1836,Anthony Jackson,36,Male,Freelancer,3751.05,655,2021-10-13
CUST-1837,John Taylor,33,Female,Salaried Professional,10036.56,850,2022-09-06
CUST-1838,Thomas Clark,48,Female,Self-Employed Business,7150.05,712,2022-01-20
CUST-1839,Matthew Thomas,30,Male,Retired,3028.68,474,2022-08-02
CUST-1840,Kimberly Wright,32,Female,Freelancer,7442.84,625,2021-02-13
CUST-1841,Joshua Moore,34,Female,Salaried Professional,7992.78,691,2020-11-21
CUST-1842,James Scott,55,Male,Salaried Professional,10712.91,747,2020-06-25
CUST-1843,Joseph Lopez,56,Female,Salaried Professional,8643.36,744,2021-03-25
CUST-1844,Steven Clark,66,Female,Gig Economy Worker,2607.09,662,2022-06-13
CUST-1845,Steven White,25,Female,Salaried Professional,4677.84,612,2020-02-17
CUST-1846,Ashley Jones,40,Male,Blue Collar Worker,4749.25,718,2022-09-22
CUST-1847,Richard Allen,50,Male,Blue Collar Worker,3679.68,682,2022-01-09
CUST-1848,Charles Robinson,44,Female,Freelancer,6200.42,698,2020-04-09
CUST-1849,Jennifer Brown,39,Female,Salaried Professional,4646.8,612,2021-07-21
CUST-1850,Betty Gonzalez,54,Female,Gig Economy Worker,3245.35,595,2020-06-21
CUST-1851,David Walker,36,Male,Salaried Professional,5442.24,644,2022-01-17
CUST-1852,Karen Torres,20,Female,Blue Collar Worker,5199.07,756,2022-08-06
CUST-1853,Daniel Nguyen,18,Female,Gig Economy Worker,3193.05,683,2022-09-07
CUST-1854,William Nguyen,35,Female,Gig Economy Worker,2826.32,631,2020-12-17
CUST-1855,Sandra Flores,43,Female,Self-Employed Business,10345.68,595,2020-01-02
CUST-1856,Lisa Perez,40,Female,Freelancer,3253.46,764,2021-05-25
CUST-1857,Donald Lee,33,Female,Blue Collar Worker,4933.16,631,2021-05-07
CUST-1858,Patricia Jackson,22,Female,Salaried Professional,11617.65,677,2022-07-16
CUST-1859,Daniel Thompson,33,Female,Salaried Professional,7174.41,724,2021-12-26
CUST-1860,Elizabeth Robinson,32,Female,Salaried Professional,6419.03,655,2020-07-25
CUST-1861,David Hernandez,35,Female,Salaried Professional,8228.09,766,2022-05-16
CUST-1862,Joshua Moore,32,Female,Blue Collar Worker,5336.64,594,2021-10-14
CUST-1863,Mark Robinson,53,Male,Blue Collar Worker,4300.73,706,2022-02-12
CUST-1864,Mary Taylor,32,Female,Blue Collar Worker,5096.61,709,2021-06-03
CUST-1865,Steven Walker,37,Male,Blue Collar Worker,2625.21,594,2022-05-06
CUST-1866,David Hernandez,37,Male,Salaried Professional,11898.65,739,2021-06-24
CUST-1867,Sandra Wright,20,Male,Salaried Professional,7696.15,651,2020-03-24
CUST-1868,Betty Scott,25,Female,Self-Employed Business,5772.55,652,2022-07-26
CUST-1869,Jessica Torres,33,Male,Blue Collar Worker,2504.35,611,2020-11-20
CUST-1870,Betty King,45,Female,Salaried Professional,6503.42,734,2021-08-05
CUST-1871,Donald White,48,Female,Salaried Professional,10201.17,735,2020-10-07
CUST-1872,Susan Martinez,56,Male,Blue Collar Worker,2955.85,714,2021-01-28
CUST-1873,Nancy Walker,39,Male,Blue Collar Worker,4257.68,627,2021-02-21
CUST-1874,Charles Young,51,Male,Salaried Professional,4510.76,594,2022-06-05
CUST-1875,Elizabeth Jones,46,Male,Salaried Professional,6543.61,636,2022-03-31
CUST-1876,Richard Thomas,47,Male,Self-Employed Business,14892.4,756,2021-12-19
CUST-1877,Michelle Ramirez,53,Female,Salaried Professional,12690.3,814,2021-07-24
CUST-1878,Daniel Martin,20,Male,Salaried Professional,13636.7,785,2020-09-18
CUST-1879,Susan Allen,36,Male,Freelancer,4752.15,813,2021-04-17
CUST-1880,Matthew Thompson,43,Male,Salaried Professional,11243.7,813,2021-03-09
CUST-1881,Robert Lopez,39,Female,Self-Employed Business,5141.78,625,2020-06-14
CUST-1882,William Brown,44,Male,Gig Economy Worker,3608.28,689,2020-05-18
CUST-1883,Jennifer Nguyen,29,Female,Salaried Professional,4707.91,574,2022-01-30
CUST-1884,Sarah Thompson,29,Male,Self-Employed Business,5311.04,633,2020-07-21
CUST-1885,Nancy Moore,37,Female,Freelancer,5580.04,502,2020-05-18
CUST-1886,Barbara Scott,32,Male,Gig Economy Worker,2416.26,681,2022-07-25
CUST-1887,Anthony Jackson,37,Male,Salaried Professional,10959.06,774,2021-01-04
CUST-1888,Richard Anderson,51,Female,Blue Collar Worker,4544.17,641,2021-03-19
CUST-1889,Sarah Sanchez,39,Female,Salaried Professional,13955.15,804,2021-07-03
CUST-1890,Joshua Smith,61,Male,Salaried Professional,5471.96,796,2021-12-31
CUST-1891,Barbara Williams,52,Male,Salaried Professional,12442.97,691,2022-04-14
CUST-1892,Donna Miller,18,Male,Salaried Professional,8645.51,726,2021-02-13
CUST-1893,Nancy Miller,53,Male,Salaried Professional,6793.88,621,2022-08-15
CUST-1894,William Scott,52,Female,Blue Collar Worker,3412.51,649,2022-06-17
CUST-1895,Barbara Lewis,33,Male,Self-Employed Business,11123.11,652,2022-09-05
CUST-1896,Nancy Martin,27,Female,Salaried Professional,10731.94,686,2022-06-16
CUST-1897,Thomas Ramirez,39,Male,Salaried Professional,6193.03,715,2021-12-12
CUST-1898,Richard Walker,27,Female,Self-Employed Business,14249.41,754,2021-10-01
CUST-1899,Elizabeth Sanchez,55,Male,Self-Employed Business,5834.18,806,2020-06-06
CUST-1900,Robert Thompson,46,Male,Blue Collar Worker,5410.74,689,2022-06-02
CUST-1901,Barbara Johnson,35,Female,Salaried Professional,9144.84,750,2020-11-09
CUST-1902,Margaret Robinson,32,Female,Salaried Professional,5883.98,787,2021-08-18
CUST-1903,John Thompson,37,Female,Salaried Professional,6753.98,609,2020-03-21
CUST-1904,Jessica Ramirez,21,Male,Salaried Professional,8998.25,702,2020-10-14
CUST-1905,Richard Moore,62,Male,Salaried Professional,7482.45,648,2020-04-25
CUST-1906,Susan Young,19,Female,Salaried Professional,10579.76,730,2021-03-18
CUST-1907,Kimberly Wright,36,Male,Blue Collar Worker,3472.97,737,2021-04-01
CUST-1908,Anthony Moore,67,Female,Salaried Professional,7524.03,850,2020-07-12
CUST-1909,Charles Harris,55,Female,Blue Collar Worker,2713.16,753,2022-09-19
CUST-1910,Elizabeth Sanchez,33,Female,Blue Collar Worker,5365.0,791,2021-07-08
CUST-1911,Elizabeth Gonzalez,54,Male,Salaried Professional,13472.64,833,2021-01-28
CUST-1912,Susan White,44,Female,Blue Collar Worker,3221.79,711,2020-01-20
CUST-1913,Richard Anderson,56,Male,Blue Collar Worker,2781.33,689,2022-04-01
CUST-1914,Linda King,35,Female,Salaried Professional,9656.49,523,2022-02-07
CUST-1915,Jennifer Walker,39,Female,Freelancer,3074.88,797,2020-09-05
CUST-1916,Thomas Gonzalez,30,Male,Salaried Professional,11203.77,687,2021-01-22
CUST-1917,Karen Clark,46,Male,Salaried Professional,11862.44,724,2022-02-14
CUST-1918,Donald Hernandez,18,Female,Salaried Professional,13427.82,756,2021-03-18
CUST-1919,Donna Scott,38,Male,Blue Collar Worker,3346.71,609,2021-03-03
CUST-1920,Donald Rodriguez,37,Male,Gig Economy Worker,3756.84,681,2022-07-27
CUST-1921,William Wilson,25,Female,Blue Collar Worker,4540.96,484,2020-09-19
CUST-1922,Steven Harris,44,Female,Blue Collar Worker,4486.86,588,2021-01-01
CUST-1923,Elizabeth Clark,34,Female,Blue Collar Worker,4364.57,661,2020-10-08
CUST-1924,Michael Lopez,41,Female,Gig Economy Worker,4265.96,675,2022-05-10
CUST-1925,Patricia White,42,Female,Blue Collar Worker,3158.11,730,2021-08-24
CUST-1926,Matthew Moore,57,Female,Salaried Professional,6750.32,643,2020-10-24
CUST-1927,Joshua Martin,41,Female,Blue Collar Worker,2208.5,675,2021-11-06
CUST-1928,Donna Martin,34,Female,Salaried Professional,13700.85,800,2020-06-16
CUST-1929,Patricia Harris,26,Male,Salaried Professional,7125.74,586,2022-06-07
CUST-1930,Ashley Rodriguez,20,Male,Blue Collar Worker,4269.28,584,2020-07-20
CUST-1931,Emily Flores,35,Male,Salaried Professional,6907.16,693,2022-04-04
CUST-1932,Michelle Sanchez,31,Female,Self-Employed Business,9747.2,643,2022-08-09
CUST-1933,Joseph Rodriguez,40,Male,Salaried Professional,6938.39,746,2021-07-10
CUST-1934,Nancy Torres,43,Female,Salaried Professional,13113.37,850,2021-03-04
CUST-1935,Donald Garcia,45,Female,Salaried Professional,13266.45,772,2022-04-07
CUST-1936,Donald Johnson,35,Female,Freelancer,5079.23,672,2022-01-19
CUST-1937,Michael Thomas,45,Female,Freelancer,6169.52,736,2021-04-05
CUST-1938,Joshua Harris,28,Male,Salaried Professional,7475.98,753,2021-01-27
CUST-1939,John Smith,40,Male,Freelancer,6415.68,655,2021-12-30
CUST-1940,Susan Nguyen,42,Male,Gig Economy Worker,1859.06,631,2022-07-10
CUST-1941,Robert Hernandez,57,Male,Salaried Professional,5003.83,701,2020-08-13
CUST-1942,Richard Flores,43,Female,Freelancer,4121.72,678,2021-08-23
CUST-1943,Charles Garcia,32,Male,Salaried Professional,11426.84,814,2022-03-21
CUST-1944,Andrew Wilson,42,Female,Gig Economy Worker,3809.81,703,2020-10-22
CUST-1945,Mark Lewis,58,Male,Blue Collar Worker,3564.68,634,2020-09-25
CUST-1946,Sarah Robinson,35,Male,Self-Employed Business,4897.08,576,2021-01-18
CUST-1947,Jessica Sanchez,53,Male,Self-Employed Business,7651.43,767,2021-09-01
CUST-1948,Anthony Thompson,53,Male,Salaried Professional,6026.22,704,2021-09-17
CUST-1949,Paul Martin,46,Male,Freelancer,3748.92,664,2022-03-05
CUST-1950,James Anderson,39,Male,Blue Collar Worker,3790.57,662,2022-06-27
CUST-1951,Betty Lee,48,Male,Blue Collar Worker,3416.28,795,2022-03-04
CUST-1952,Donna Perez,42,Male,Blue Collar Worker,3442.79,545,2021-02-04
CUST-1953,Michael Torres,61,Female,Salaried Professional,10153.97,760,2022-02-12
CUST-1954,Mary Allen,64,Male,Blue Collar Worker,4819.33,669,2020-09-02
CUST-1955,Lisa Anderson,46,Female,Salaried Professional,7414.54,602,2020-10-16
CUST-1956,Joseph Brown,48,Female,Salaried Professional,9722.06,720,2021-07-10
CUST-1957,John Johnson,25,Female,Self-Employed Business,15509.96,740,2022-09-20
CUST-1958,Sandra Taylor,66,Male,Gig Economy Worker,2347.31,794,2020-08-17
CUST-1959,Mary Lewis,32,Male,Salaried Professional,13696.11,607,2020-04-29
CUST-1960,Joshua Miller,36,Female,Blue Collar Worker,3751.11,713,2021-09-21
CUST-1961,Joshua Perez,42,Female,Blue Collar Worker,4677.37,636,2021-09-22
CUST-1962,Jennifer Lewis,18,Male,Salaried Professional,8281.39,751,2020-12-17
CUST-1963,Joseph Davis,25,Female,Self-Employed Business,15320.02,699,2020-07-26
CUST-1964,Emily Hernandez,54,Female,Salaried Professional,13142.23,718,2020-11-11
CUST-1965,Patricia Wright,25,Female,Salaried Professional,13540.02,659,2022-01-24
CUST-1966,Linda Sanchez,51,Female,Gig Economy Worker,3541.29,711,2021-07-30
CUST-1967,Daniel Torres,53,Female,Salaried Professional,13319.38,830,2022-05-27
CUST-1968,Jennifer Martin,43,Male,Salaried Professional,12439.99,804,2022-01-29
CUST-1969,Margaret Martin,49,Male,Retired,2761.96,644,2020-02-27
CUST-1970,John Moore,18,Female,Gig Economy Worker,2260.73,585,2021-01-23
CUST-1971,Andrew Garcia,52,Female,Self-Employed Business,15522.45,850,2021-06-24
CUST-1972,Anthony Lewis,33,Female,Salaried Professional,5003.3,796,2022-07-09
CUST-1973,Joseph Scott,46,Male,Salaried Professional,6391.47,586,2020-09-09
CUST-1974,Thomas Gonzalez,37,Male,Freelancer,3806.21,700,2020-10-15
CUST-1975,Matthew Hill,24,Female,Salaried Professional,13490.39,716,2020-02-24
CUST-1976,Donald Miller,56,Male,Student,1076.98,624,2022-01-29
CUST-1977,Karen Williams,35,Female,Salaried Professional,9271.13,747,2021-06-30
CUST-1978,Elizabeth Jones,18,Male,Salaried Professional,9286.76,682,2020-04-26
CUST-1979,Christopher Garcia,53,Male,Student,1688.01,654,2020-11-22
CUST-1980,Robert Thompson,50,Male,Freelancer,3655.65,693,2020-08-09
CUST-1981,Joseph Wilson,37,Female,Salaried Professional,4976.31,539,2022-05-13
CUST-1982,Lisa Garcia,41,Female,Salaried Professional,6449.61,685,2020-09-30
CUST-1983,John Nguyen,33,Male,Salaried Professional,12436.26,726,2020-09-09
CUST-1984,Christopher Taylor,30,Male,Blue Collar Worker,2451.26,776,2021-08-31
CUST-1985,Elizabeth Miller,58,Male,Blue Collar Worker,5026.28,791,2020-06-22
CUST-1986,Kimberly Lopez,18,Male,Self-Employed Business,13846.99,680,2020-08-08
CUST-1987,Emily Taylor,55,Female,Student,1578.25,557,2020-09-16
CUST-1988,Matthew Young,63,Female,Freelancer,4654.84,797,2021-05-08
CUST-1989,Steven Clark,62,Male,Blue Collar Worker,2853.5,559,2020-10-14
CUST-1990,Anthony Allen,32,Male,Salaried Professional,12130.58,656,2022-01-15
CUST-1991,Sarah Martin,28,Female,Freelancer,6391.1,776,2021-11-02
CUST-1992,James Perez,35,Female,Salaried Professional,13179.74,829,2020-09-15
CUST-1993,Michelle Young,31,Male,Salaried Professional,11520.39,700,2022-03-13
CUST-1994,Linda Wright,52,Male,Blue Collar Worker,3780.13,570,2022-04-09
CUST-1995,Linda Sanchez,40,Female,Blue Collar Worker,4801.01,714,2022-02-17
CUST-1996,Jennifer Perez,22,Male,Blue Collar Worker,4127.56,543,2020-01-11
CUST-1997,Karen Walker,18,Male,Blue Collar Worker,4163.78,657,2020-11-05
CUST-1998,John Wilson,47,Female,Blue Collar Worker,5242.6,731,2022-02-11
CUST-1999,Linda Walker,43,Male,Self-Employed Business,10915.37,735,2021-05-12
CUST-2000,Margaret Clark,40,Male,Salaried Professional,11204.6,675,2020-11-23
CUST-2001,Emily Hernandez,33,Female,Freelancer,2782.67,699,2022-09-15
CUST-2002,Daniel Brown,54,Female,Self-Employed Business,4710.3,582,2022-03-28
CUST-2003,Charles Miller,31,Female,Salaried Professional,8061.79,780,2022-05-06
CUST-2004,David Clark,34,Female,Salaried Professional,7009.18,528,2021-09-21
CUST-2005,Jessica Martinez,40,Female,Salaried Professional,9741.12,850,2020-12-06
CUST-2006,Michelle Williams,42,Male,Salaried Professional,9044.54,850,2022-04-12
CUST-2007,Joseph Smith,52,Female,Blue Collar Worker,4480.68,643,2020-04-18
CUST-2008,Donald King,44,Male,Salaried Professional,4650.45,715,2022-09-17
CUST-2009,David Nguyen,41,Male,Salaried Professional,7471.29,721,2020-09-04
CUST-2010,Elizabeth Jackson,28,Female,Self-Employed Business,13947.64,745,2021-04-15
CUST-2011,David Allen,57,Male,Blue Collar Worker,4262.26,705,2020-07-16
CUST-2012,Mary Scott,31,Male,Salaried Professional,5013.16,571,2022-01-06
CUST-2013,John White,36,Female,Freelancer,6503.82,741,2021-02-08
CUST-2014,Daniel Rodriguez,60,Female,Blue Collar Worker,3618.63,755,2022-09-03
CUST-2015,Karen Young,48,Female,Gig Economy Worker,2047.38,620,2022-06-16
CUST-2016,Margaret Lopez,18,Female,Freelancer,2928.2,573,2021-11-19
CUST-2017,Barbara Robinson,42,Male,Salaried Professional,10989.11,844,2021-04-18
CUST-2018,Ashley Brown,56,Male,Freelancer,5572.96,757,2020-10-04
CUST-2019,Andrew Moore,64,Female,Self-Employed Business,8380.47,817,2022-07-08
CUST-2020,Joshua Sanchez,26,Female,Self-Employed Business,7387.73,710,2021-02-28
CUST-2021,Betty Sanchez,50,Female,Gig Economy Worker,3364.17,566,2021-06-22
CUST-2022,Jessica Thomas,57,Female,Retired,3268.53,625,2022-04-16
CUST-2023,Karen Jackson,23,Female,Salaried Professional,7751.74,691,2020-10-25
CUST-2024,Thomas Davis,38,Male,Salaried Professional,9596.93,659,2021-07-17
CUST-2025,Paul Johnson,62,Female,Gig Economy Worker,2773.25,490,2021-05-01
CUST-2026,Steven Young,46,Male,Salaried Professional,7513.89,622,2021-02-16
CUST-2027,David Jackson,43,Male,Salaried Professional,13455.74,850,2021-11-27
CUST-2028,Richard Ramirez,33,Male,Freelancer,5298.16,720,2021-12-05
CUST-2029,Charles Moore,33,Female,Salaried Professional,9871.38,669,2022-03-24
CUST-2030,Margaret Allen,37,Female,Blue Collar Worker,3544.62,692,2021-09-15
CUST-2031,Ashley Jones,32,Female,Student,598.9,678,2022-06-28
CUST-2032,Emily Jones,39,Female,Gig Economy Worker,4659.15,778,2021-06-28
CUST-2033,Charles Martinez,45,Female,Salaried Professional,7555.44,667,2020-03-07
CUST-2034,Charles Lewis,52,Female,Salaried Professional,6108.88,771,2021-03-03
CUST-2035,Mark Martin,39,Female,Blue Collar Worker,3862.42,732,2020-06-06
CUST-2036,Steven Brown,29,Female,Gig Economy Worker,1992.56,574,2022-05-12
CUST-2037,Christopher Wright,51,Female,Salaried Professional,10608.21,573,2020-07-16
CUST-2038,Kimberly Thompson,21,Female,Salaried Professional,6336.33,724,2020-04-17
CUST-2039,Michelle Thomas,28,Female,Salaried Professional,8798.94,720,2022-03-30
CUST-2040,Lisa Lee,42,Male,Gig Economy Worker,2809.18,706,2022-02-21
CUST-2041,Sandra Hill,32,Male,Student,669.65,646,2020-03-09
CUST-2042,Mary Jackson,49,Male,Blue Collar Worker,4354.29,612,2020-05-08
CUST-2043,William King,31,Female,Retired,1652.78,743,2021-09-24
CUST-2044,Karen Thomas,54,Female,Salaried Professional,6862.0,565,2021-09-28
CUST-2045,Charles Gonzalez,30,Female,Salaried Professional,11070.03,762,2020-08-16
CUST-2046,Robert Lee,34,Female,Salaried Professional,10671.52,522,2020-04-24
CUST-2047,Sandra Martin,45,Female,Gig Economy Worker,3425.97,596,2021-04-19
CUST-2048,Donald Torres,36,Female,Blue Collar Worker,4840.95,657,2021-10-30
CUST-2049,Nancy Lopez,23,Female,Blue Collar Worker,5243.23,751,2022-07-10
CUST-2050,Sarah Gonzalez,37,Male,Blue Collar Worker,4264.97,552,2021-12-01
CUST-2051,Christopher Flores,41,Male,Salaried Professional,11548.48,785,2020-10-31
CUST-2052,Jessica Smith,26,Male,Retired,1516.82,575,2020-03-13
CUST-2053,Steven Miller,43,Male,Salaried Professional,12616.9,741,2021-05-10
CUST-2054,Steven Miller,44,Male,Blue Collar Worker,4280.33,620,2021-08-10
CUST-2055,Linda Martinez,18,Male,Self-Employed Business,7796.29,637,2020-11-02
CUST-2056,Jessica Davis,46,Female,Retired,2929.24,697,2020-12-27
CUST-2057,Michelle Martin,28,Female,Salaried Professional,6471.6,701,2020-03-27
CUST-2058,Andrew Rodriguez,36,Male,Salaried Professional,8046.9,735,2022-09-19
CUST-2059,Charles Walker,38,Female,Gig Economy Worker,4412.81,603,2020-10-08
CUST-2060,Joseph Robinson,28,Male,Blue Collar Worker,3171.08,507,2021-07-14
CUST-2061,Jennifer Johnson,32,Female,Salaried Professional,13735.1,850,2020-02-24
CUST-2062,Michael Scott,39,Male,Self-Employed Business,7229.63,821,2021-08-29
CUST-2063,David Wilson,56,Male,Freelancer,6504.65,727,2022-01-29
CUST-2064,Donald Harris,18,Male,Gig Economy Worker,3535.34,757,2021-05-14
CUST-2065,Steven White,43,Male,Blue Collar Worker,4468.11,686,2022-07-04
CUST-2066,David Sanchez,48,Male,Self-Employed Business,5536.93,729,2021-11-18
CUST-2067,Margaret Williams,50,Male,Blue Collar Worker,4936.06,593,2020-11-26
CUST-2068,Michelle Martinez,45,Female,Salaried Professional,9050.26,583,2020-07-14
CUST-2069,Donald Williams,40,Male,Salaried Professional,4960.93,731,2021-01-25
CUST-2070,Joshua Torres,35,Male,Salaried Professional,10628.54,830,2020-01-24
